sentence,word,label
Aaj dinner mein kya banana hai? I am already hungry.,I,ENG
Aaj dinner mein kya banana hai? I am already hungry.,am,ENG
Aaj dinner mein kya banana hai? I am already hungry.,already,ENG
Aaj dinner mein kya banana hai? I am already hungry.,hungry,ENG
"Yaar this picture looks so good, send it to me.",Yaar,URD
"Yaar this picture looks so good, send it to me.",this,ENG
"Yaar this picture looks so good, send it to me.",picture,ENG
"Yaar this picture looks so good, send it to me.",looks,ENG
"Yaar this picture looks so good, send it to me.",so,ENG
"Yaar this picture looks so good, send it to me.",good,ENG
"Yaar this picture looks so good, send it to me.",send,ENG
"Yaar this picture looks so good, send it to me.",it,ENG
"Yaar this picture looks so good, send it to me.",to,ENG
"Yaar this picture looks so good, send it to me.",me,ENG
"Main kal university nahi ja sakti, I have some work at home.",Main,URD
"Main kal university nahi ja sakti, I have some work at home.",kal,URD
"Main kal university nahi ja sakti, I have some work at home.",university,ENG
"Main kal university nahi ja sakti, I have some work at home.",nahi,URD
"Main kal university nahi ja sakti, I have some work at home.",ja,URD
"Main kal university nahi ja sakti, I have some work at home.",sakti,ENG
"Main kal university nahi ja sakti, I have some work at home.",I,ENG
"Main kal university nahi ja sakti, I have some work at home.",have,ENG
"Main kal university nahi ja sakti, I have some work at home.",some,ENG
"Main kal university nahi ja sakti, I have some work at home.",work,ENG
"Main kal university nahi ja sakti, I have some work at home.",at,ENG
"Main kal university nahi ja sakti, I have some work at home.",home,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",Mujhe,URD
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",ye,URD
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",topic,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",samajh,URD
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",aa,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",gaya,URD
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",but,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",the,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",next,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",part,ENG
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",is,URD
"Mujhe ye topic samajh aa gaya, but the next part is confusing.",confusing,ENG
Please mujhe call karna when you are free.,Please,ENG
Please mujhe call karna when you are free.,mujhe,URD
Please mujhe call karna when you are free.,call,ENG
Please mujhe call karna when you are free.,karna,URD
Please mujhe call karna when you are free.,when,ENG
Please mujhe call karna when you are free.,you,ENG
Please mujhe call karna when you are free.,are,ENG
Please mujhe call karna when you are free.,free,ENG
"Aaj ka lecture interesting tha, sir explained everything clearly.",Aaj,URD
"Aaj ka lecture interesting tha, sir explained everything clearly.",ka,URD
"Aaj ka lecture interesting tha, sir explained everything clearly.",lecture,ENG
"Aaj ka lecture interesting tha, sir explained everything clearly.",interesting,ENG
"Aaj ka lecture interesting tha, sir explained everything clearly.",tha,URD
"Aaj ka lecture interesting tha, sir explained everything clearly.",sir,ENG
"Aaj ka lecture interesting tha, sir explained everything clearly.",explained,ENG
"Aaj ka lecture interesting tha, sir explained everything clearly.",everything,ENG
"Aaj ka lecture interesting tha, sir explained everything clearly.",clearly,ENG
Bhai tumhara result kaisa aya? I hope everything is good.,Bhai,URD
Bhai tumhara result kaisa aya? I hope everything is good.,tumhara,URD
Bhai tumhara result kaisa aya? I hope everything is good.,result,ENG
Bhai tumhara result kaisa aya? I hope everything is good.,kaisa,ENG
Bhai tumhara result kaisa aya? I hope everything is good.,aya,URD
Bhai tumhara result kaisa aya? I hope everything is good.,I,ENG
Bhai tumhara result kaisa aya? I hope everything is good.,hope,ENG
Bhai tumhara result kaisa aya? I hope everything is good.,everything,ENG
Bhai tumhara result kaisa aya? I hope everything is good.,is,URD
Bhai tumhara result kaisa aya? I hope everything is good.,good,ENG
"Main ne shopping kar li hai, now I am going home.",Main,URD
"Main ne shopping kar li hai, now I am going home.",ne,URD
"Main ne shopping kar li hai, now I am going home.",shopping,ENG
"Main ne shopping kar li hai, now I am going home.",kar,URD
"Main ne shopping kar li hai, now I am going home.",li,URD
"Main ne shopping kar li hai, now I am going home.",hai,URD
"Main ne shopping kar li hai, now I am going home.",now,ENG
"Main ne shopping kar li hai, now I am going home.",I,ENG
"Main ne shopping kar li hai, now I am going home.",am,ENG
"Main ne shopping kar li hai, now I am going home.",going,ENG
"Main ne shopping kar li hai, now I am going home.",home,ENG
Yaar mujhe believe nahi ho raha that we actually won.,Yaar,URD
Yaar mujhe believe nahi ho raha that we actually won.,mujhe,URD
Yaar mujhe believe nahi ho raha that we actually won.,believe,ENG
Yaar mujhe believe nahi ho raha that we actually won.,nahi,URD
Yaar mujhe believe nahi ho raha that we actually won.,ho,URD
Yaar mujhe believe nahi ho raha that we actually won.,raha,URD
Yaar mujhe believe nahi ho raha that we actually won.,that,ENG
Yaar mujhe believe nahi ho raha that we actually won.,we,ENG
Yaar mujhe believe nahi ho raha that we actually won.,actually,ENG
Yaar mujhe believe nahi ho raha that we actually won.,won,ENG
"Ye coffee bohot achi hai, I should try it again.",Ye,URD
"Ye coffee bohot achi hai, I should try it again.",coffee,ENG
"Ye coffee bohot achi hai, I should try it again.",bohot,URD
"Ye coffee bohot achi hai, I should try it again.",achi,URD
"Ye coffee bohot achi hai, I should try it again.",hai,URD
"Ye coffee bohot achi hai, I should try it again.",I,ENG
"Ye coffee bohot achi hai, I should try it again.",should,ENG
"Ye coffee bohot achi hai, I should try it again.",try,ENG
"Ye coffee bohot achi hai, I should try it again.",it,ENG
"Ye coffee bohot achi hai, I should try it again.",again,ENG
"Kal weather kharab tha, so we stayed at home.",Kal,URD
"Kal weather kharab tha, so we stayed at home.",weather,ENG
"Kal weather kharab tha, so we stayed at home.",kharab,ENG
"Kal weather kharab tha, so we stayed at home.",tha,URD
"Kal weather kharab tha, so we stayed at home.",so,ENG
"Kal weather kharab tha, so we stayed at home.",we,ENG
"Kal weather kharab tha, so we stayed at home.",stayed,ENG
"Kal weather kharab tha, so we stayed at home.",at,ENG
"Kal weather kharab tha, so we stayed at home.",home,ENG
Mujhe apna project complete karna hai before Friday.,Mujhe,URD
Mujhe apna project complete karna hai before Friday.,apna,URD
Mujhe apna project complete karna hai before Friday.,project,ENG
Mujhe apna project complete karna hai before Friday.,complete,ENG
Mujhe apna project complete karna hai before Friday.,karna,URD
Mujhe apna project complete karna hai before Friday.,hai,URD
Mujhe apna project complete karna hai before Friday.,before,ENG
Mujhe apna project complete karna hai before Friday.,Friday,ENG
"Bhai don't worry, sab theek ho jayega.",Bhai,URD
"Bhai don't worry, sab theek ho jayega.",don't,ENG
"Bhai don't worry, sab theek ho jayega.",worry,ENG
"Bhai don't worry, sab theek ho jayega.",sab,ENG
"Bhai don't worry, sab theek ho jayega.",theek,ENG
"Bhai don't worry, sab theek ho jayega.",ho,URD
"Bhai don't worry, sab theek ho jayega.",jayega,ENG
"Main tumhein location send kar deti hoon, just follow the map.",Main,URD
"Main tumhein location send kar deti hoon, just follow the map.",tumhein,URD
"Main tumhein location send kar deti hoon, just follow the map.",location,ENG
"Main tumhein location send kar deti hoon, just follow the map.",send,ENG
"Main tumhein location send kar deti hoon, just follow the map.",kar,URD
"Main tumhein location send kar deti hoon, just follow the map.",deti,ENG
"Main tumhein location send kar deti hoon, just follow the map.",hoon,URD
"Main tumhein location send kar deti hoon, just follow the map.",just,ENG
"Main tumhein location send kar deti hoon, just follow the map.",follow,ENG
"Main tumhein location send kar deti hoon, just follow the map.",the,ENG
"Main tumhein location send kar deti hoon, just follow the map.",map,ENG
Yaar ye news sun kar I was completely shocked.,Yaar,URD
Yaar ye news sun kar I was completely shocked.,ye,URD
Yaar ye news sun kar I was completely shocked.,news,ENG
Yaar ye news sun kar I was completely shocked.,sun,ENG
Yaar ye news sun kar I was completely shocked.,kar,URD
Yaar ye news sun kar I was completely shocked.,I,ENG
Yaar ye news sun kar I was completely shocked.,was,ENG
Yaar ye news sun kar I was completely shocked.,completely,ENG
Yaar ye news sun kar I was completely shocked.,shocked,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",Aaj,URD
"Aaj office ka kaam bohot zyada tha, I barely got a break.",office,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",ka,URD
"Aaj office ka kaam bohot zyada tha, I barely got a break.",kaam,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",bohot,URD
"Aaj office ka kaam bohot zyada tha, I barely got a break.",zyada,URD
"Aaj office ka kaam bohot zyada tha, I barely got a break.",tha,URD
"Aaj office ka kaam bohot zyada tha, I barely got a break.",I,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",barely,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",got,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",a,ENG
"Aaj office ka kaam bohot zyada tha, I barely got a break.",break,ENG
Mujhe lagta hai tumhein thora rest karna chahiye.,Mujhe,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,lagta,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,hai,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,tumhein,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,thora,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,rest,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,karna,URD
Mujhe lagta hai tumhein thora rest karna chahiye.,chahiye,URD
Please ye message forward kar dena to the group.,Please,ENG
Please ye message forward kar dena to the group.,ye,URD
Please ye message forward kar dena to the group.,message,ENG
Please ye message forward kar dena to the group.,forward,ENG
Please ye message forward kar dena to the group.,kar,URD
Please ye message forward kar dena to the group.,dena,URD
Please ye message forward kar dena to the group.,to,ENG
Please ye message forward kar dena to the group.,the,ENG
Please ye message forward kar dena to the group.,group,ENG
Kal ka plan kya hai? Are we meeting in the morning?,Kal,URD
Kal ka plan kya hai? Are we meeting in the morning?,ka,URD
Kal ka plan kya hai? Are we meeting in the morning?,plan,ENG
Kal ka plan kya hai? Are we meeting in the morning?,kya,URD
Kal ka plan kya hai? Are we meeting in the morning?,hai,URD
Kal ka plan kya hai? Are we meeting in the morning?,Are,ENG
Kal ka plan kya hai? Are we meeting in the morning?,we,ENG
Kal ka plan kya hai? Are we meeting in the morning?,meeting,ENG
Kal ka plan kya hai? Are we meeting in the morning?,in,ENG
Kal ka plan kya hai? Are we meeting in the morning?,the,ENG
Kal ka plan kya hai? Are we meeting in the morning?,morning,ENG
"Main ne new phone liya hai, camera quality bohot achi hai.",Main,URD
"Main ne new phone liya hai, camera quality bohot achi hai.",ne,URD
"Main ne new phone liya hai, camera quality bohot achi hai.",new,ENG
"Main ne new phone liya hai, camera quality bohot achi hai.",phone,ENG
"Main ne new phone liya hai, camera quality bohot achi hai.",liya,URD
"Main ne new phone liya hai, camera quality bohot achi hai.",hai,URD
"Main ne new phone liya hai, camera quality bohot achi hai.",camera,ENG
"Main ne new phone liya hai, camera quality bohot achi hai.",quality,ENG
"Main ne new phone liya hai, camera quality bohot achi hai.",bohot,URD
"Main ne new phone liya hai, camera quality bohot achi hai.",achi,URD
"Main ne new phone liya hai, camera quality bohot achi hai.",hai,URD
Yaar honestly I was not expecting this at all.,Yaar,URD
Yaar honestly I was not expecting this at all.,honestly,ENG
Yaar honestly I was not expecting this at all.,I,ENG
Yaar honestly I was not expecting this at all.,was,ENG
Yaar honestly I was not expecting this at all.,not,ENG
Yaar honestly I was not expecting this at all.,expecting,ENG
Yaar honestly I was not expecting this at all.,this,ENG
Yaar honestly I was not expecting this at all.,at,ENG
Yaar honestly I was not expecting this at all.,all,ENG
"Ye chapter difficult lag raha hai, but we can study together.",Ye,URD
"Ye chapter difficult lag raha hai, but we can study together.",chapter,ENG
"Ye chapter difficult lag raha hai, but we can study together.",difficult,ENG
"Ye chapter difficult lag raha hai, but we can study together.",lag,ENG
"Ye chapter difficult lag raha hai, but we can study together.",raha,URD
"Ye chapter difficult lag raha hai, but we can study together.",hai,URD
"Ye chapter difficult lag raha hai, but we can study together.",but,ENG
"Ye chapter difficult lag raha hai, but we can study together.",we,ENG
"Ye chapter difficult lag raha hai, but we can study together.",can,ENG
"Ye chapter difficult lag raha hai, but we can study together.",study,ENG
"Ye chapter difficult lag raha hai, but we can study together.",together,ENG
Bhai mujhe thori help chahiye with this assignment.,Bhai,URD
Bhai mujhe thori help chahiye with this assignment.,mujhe,URD
Bhai mujhe thori help chahiye with this assignment.,thori,URD
Bhai mujhe thori help chahiye with this assignment.,help,ENG
Bhai mujhe thori help chahiye with this assignment.,chahiye,URD
Bhai mujhe thori help chahiye with this assignment.,with,ENG
Bhai mujhe thori help chahiye with this assignment.,this,ENG
Bhai mujhe thori help chahiye with this assignment.,assignment,URD
"Aaj ghar mein guests aye hain, so I will be busy.",Aaj,URD
"Aaj ghar mein guests aye hain, so I will be busy.",ghar,URD
"Aaj ghar mein guests aye hain, so I will be busy.",mein,URD
"Aaj ghar mein guests aye hain, so I will be busy.",guests,ENG
"Aaj ghar mein guests aye hain, so I will be busy.",aye,ENG
"Aaj ghar mein guests aye hain, so I will be busy.",hain,URD
"Aaj ghar mein guests aye hain, so I will be busy.",so,ENG
"Aaj ghar mein guests aye hain, so I will be busy.",I,ENG
"Aaj ghar mein guests aye hain, so I will be busy.",will,ENG
"Aaj ghar mein guests aye hain, so I will be busy.",be,ENG
"Aaj ghar mein guests aye hain, so I will be busy.",busy,ENG
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",Main,URD
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",abhi,URD
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",dinner,ENG
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",kar,URD
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",rahi,URD
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",hoon,URD
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",I'll,ENG
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",call,ENG
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",you,ENG
"Main abhi dinner kar rahi hoon, I'll call you afterwards.",afterwards,ENG
"Ye color tum par bohot acha lagta hai, it suits you.",Ye,URD
"Ye color tum par bohot acha lagta hai, it suits you.",color,ENG
"Ye color tum par bohot acha lagta hai, it suits you.",tum,URD
"Ye color tum par bohot acha lagta hai, it suits you.",par,URD
"Ye color tum par bohot acha lagta hai, it suits you.",bohot,URD
"Ye color tum par bohot acha lagta hai, it suits you.",acha,URD
"Ye color tum par bohot acha lagta hai, it suits you.",lagta,URD
"Ye color tum par bohot acha lagta hai, it suits you.",hai,URD
"Ye color tum par bohot acha lagta hai, it suits you.",it,ENG
"Ye color tum par bohot acha lagta hai, it suits you.",suits,ENG
"Ye color tum par bohot acha lagta hai, it suits you.",you,ENG
"Mujhe ye app use karna nahi aata, can you show me?",Mujhe,URD
"Mujhe ye app use karna nahi aata, can you show me?",ye,URD
"Mujhe ye app use karna nahi aata, can you show me?",app,ENG
"Mujhe ye app use karna nahi aata, can you show me?",use,ENG
"Mujhe ye app use karna nahi aata, can you show me?",karna,URD
"Mujhe ye app use karna nahi aata, can you show me?",nahi,URD
"Mujhe ye app use karna nahi aata, can you show me?",aata,ENG
"Mujhe ye app use karna nahi aata, can you show me?",can,ENG
"Mujhe ye app use karna nahi aata, can you show me?",you,ENG
"Mujhe ye app use karna nahi aata, can you show me?",show,ENG
"Mujhe ye app use karna nahi aata, can you show me?",me,ENG
"Kal meri class early hai, I need to sleep soon.",Kal,URD
"Kal meri class early hai, I need to sleep soon.",meri,URD
"Kal meri class early hai, I need to sleep soon.",class,ENG
"Kal meri class early hai, I need to sleep soon.",early,ENG
"Kal meri class early hai, I need to sleep soon.",hai,URD
"Kal meri class early hai, I need to sleep soon.",I,ENG
"Kal meri class early hai, I need to sleep soon.",need,ENG
"Kal meri class early hai, I need to sleep soon.",to,ENG
"Kal meri class early hai, I need to sleep soon.",sleep,ENG
"Kal meri class early hai, I need to sleep soon.",soon,ENG
"Yaar your vlog was really entertaining, keep shining.",Yaar,URD
"Yaar your vlog was really entertaining, keep shining.",your,ENG
"Yaar your vlog was really entertaining, keep shining.",vlog,ENG
"Yaar your vlog was really entertaining, keep shining.",was,ENG
"Yaar your vlog was really entertaining, keep shining.",really,ENG
"Yaar your vlog was really entertaining, keep shining.",entertaining,ENG
"Yaar your vlog was really entertaining, keep shining.",keep,ENG
"Yaar your vlog was really entertaining, keep shining.",shining,ENG
"Main ne tickets book kar li hain, everything is confirmed.",Main,URD
"Main ne tickets book kar li hain, everything is confirmed.",ne,URD
"Main ne tickets book kar li hain, everything is confirmed.",tickets,ENG
"Main ne tickets book kar li hain, everything is confirmed.",book,ENG
"Main ne tickets book kar li hain, everything is confirmed.",kar,URD
"Main ne tickets book kar li hain, everything is confirmed.",li,URD
"Main ne tickets book kar li hain, everything is confirmed.",hain,URD
"Main ne tickets book kar li hain, everything is confirmed.",everything,ENG
"Main ne tickets book kar li hain, everything is confirmed.",is,URD
"Main ne tickets book kar li hain, everything is confirmed.",confirmed,ENG
"Is problem ka solution simple hai, just follow these steps.",Is,URD
"Is problem ka solution simple hai, just follow these steps.",problem,ENG
"Is problem ka solution simple hai, just follow these steps.",ka,URD
"Is problem ka solution simple hai, just follow these steps.",solution,ENG
"Is problem ka solution simple hai, just follow these steps.",simple,ENG
"Is problem ka solution simple hai, just follow these steps.",hai,URD
"Is problem ka solution simple hai, just follow these steps.",just,ENG
"Is problem ka solution simple hai, just follow these steps.",follow,ENG
"Is problem ka solution simple hai, just follow these steps.",these,ENG
"Is problem ka solution simple hai, just follow these steps.",steps,ENG
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",Bhai,URD
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",meri,URD
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",file,ENG
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",open,ENG
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",nahi,URD
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",ho,URD
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",rahi,URD
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",maybe,ENG
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",it's,ENG
"Bhai meri file open nahi ho rahi, maybe it's corrupted.",corrupted,ENG
"Aaj bohot thand hai, I don't want to go outside.",Aaj,URD
"Aaj bohot thand hai, I don't want to go outside.",bohot,URD
"Aaj bohot thand hai, I don't want to go outside.",thand,ENG
"Aaj bohot thand hai, I don't want to go outside.",hai,URD
"Aaj bohot thand hai, I don't want to go outside.",I,ENG
"Aaj bohot thand hai, I don't want to go outside.",don't,ENG
"Aaj bohot thand hai, I don't want to go outside.",want,ENG
"Aaj bohot thand hai, I don't want to go outside.",to,ENG
"Aaj bohot thand hai, I don't want to go outside.",go,ENG
"Aaj bohot thand hai, I don't want to go outside.",outside,ENG
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,Mujhe,URD
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,lagta,URD
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,hai,URD
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,hum,ENG
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,weekend,ENG
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,par,URD
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,trip,ENG
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,plan,ENG
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,kar,URD
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,sakte,ENG
Mujhe lagta hai hum weekend par trip plan kar sakte hain.,hain,URD
Please mujhe update kar dena when the work is done.,Please,ENG
Please mujhe update kar dena when the work is done.,mujhe,URD
Please mujhe update kar dena when the work is done.,update,ENG
Please mujhe update kar dena when the work is done.,kar,URD
Please mujhe update kar dena when the work is done.,dena,URD
Please mujhe update kar dena when the work is done.,when,ENG
Please mujhe update kar dena when the work is done.,the,ENG
Please mujhe update kar dena when the work is done.,work,ENG
Please mujhe update kar dena when the work is done.,is,URD
Please mujhe update kar dena when the work is done.,done,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",Yaar,URD
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",ye,URD
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",drama,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",actually,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",bohot,URD
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",addictive,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",hai,URD
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",I,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",watched,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",three,ENG
"Yaar ye drama actually bohot addictive hai, I watched three episodes.",episodes,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",Main,URD
"Main ne breakfast nahi kiya, so I am really hungry.",ne,URD
"Main ne breakfast nahi kiya, so I am really hungry.",breakfast,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",nahi,URD
"Main ne breakfast nahi kiya, so I am really hungry.",kiya,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",so,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",I,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",am,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",really,ENG
"Main ne breakfast nahi kiya, so I am really hungry.",hungry,ENG
"Bhai tumhara idea interesting hai, let's discuss it later.",Bhai,URD
"Bhai tumhara idea interesting hai, let's discuss it later.",tumhara,URD
"Bhai tumhara idea interesting hai, let's discuss it later.",idea,ENG
"Bhai tumhara idea interesting hai, let's discuss it later.",interesting,ENG
"Bhai tumhara idea interesting hai, let's discuss it later.",hai,URD
"Bhai tumhara idea interesting hai, let's discuss it later.",let's,ENG
"Bhai tumhara idea interesting hai, let's discuss it later.",discuss,ENG
"Bhai tumhara idea interesting hai, let's discuss it later.",it,ENG
"Bhai tumhara idea interesting hai, let's discuss it later.",later,ENG
"Aaj meri tabiyat theek nahi, I will stay home.",Aaj,URD
"Aaj meri tabiyat theek nahi, I will stay home.",meri,URD
"Aaj meri tabiyat theek nahi, I will stay home.",tabiyat,ENG
"Aaj meri tabiyat theek nahi, I will stay home.",theek,ENG
"Aaj meri tabiyat theek nahi, I will stay home.",nahi,URD
"Aaj meri tabiyat theek nahi, I will stay home.",I,ENG
"Aaj meri tabiyat theek nahi, I will stay home.",will,ENG
"Aaj meri tabiyat theek nahi, I will stay home.",stay,ENG
"Aaj meri tabiyat theek nahi, I will stay home.",home,ENG
"Mujhe ye shoes pasand hain, but they are too expensive.",Mujhe,URD
"Mujhe ye shoes pasand hain, but they are too expensive.",ye,URD
"Mujhe ye shoes pasand hain, but they are too expensive.",shoes,ENG
"Mujhe ye shoes pasand hain, but they are too expensive.",pasand,URD
"Mujhe ye shoes pasand hain, but they are too expensive.",hain,URD
"Mujhe ye shoes pasand hain, but they are too expensive.",but,ENG
"Mujhe ye shoes pasand hain, but they are too expensive.",they,ENG
"Mujhe ye shoes pasand hain, but they are too expensive.",are,ENG
"Mujhe ye shoes pasand hain, but they are too expensive.",too,ENG
"Mujhe ye shoes pasand hain, but they are too expensive.",expensive,ENG
Kal exam hai aur I haven't revised anything yet.,Kal,URD
Kal exam hai aur I haven't revised anything yet.,exam,ENG
Kal exam hai aur I haven't revised anything yet.,hai,URD
Kal exam hai aur I haven't revised anything yet.,aur,URD
Kal exam hai aur I haven't revised anything yet.,I,ENG
Kal exam hai aur I haven't revised anything yet.,haven't,ENG
Kal exam hai aur I haven't revised anything yet.,revised,ENG
Kal exam hai aur I haven't revised anything yet.,anything,ENG
Kal exam hai aur I haven't revised anything yet.,yet,ENG
Yaar mujhe samajh nahi aa raha why he is upset.,Yaar,URD
Yaar mujhe samajh nahi aa raha why he is upset.,mujhe,URD
Yaar mujhe samajh nahi aa raha why he is upset.,samajh,URD
Yaar mujhe samajh nahi aa raha why he is upset.,nahi,URD
Yaar mujhe samajh nahi aa raha why he is upset.,aa,ENG
Yaar mujhe samajh nahi aa raha why he is upset.,raha,URD
Yaar mujhe samajh nahi aa raha why he is upset.,why,ENG
Yaar mujhe samajh nahi aa raha why he is upset.,he,ENG
Yaar mujhe samajh nahi aa raha why he is upset.,is,URD
Yaar mujhe samajh nahi aa raha why he is upset.,upset,ENG
"Main abhi bus mein hoon, will reach in twenty minutes.",Main,URD
"Main abhi bus mein hoon, will reach in twenty minutes.",abhi,URD
"Main abhi bus mein hoon, will reach in twenty minutes.",bus,ENG
"Main abhi bus mein hoon, will reach in twenty minutes.",mein,URD
"Main abhi bus mein hoon, will reach in twenty minutes.",hoon,URD
"Main abhi bus mein hoon, will reach in twenty minutes.",will,ENG
"Main abhi bus mein hoon, will reach in twenty minutes.",reach,ENG
"Main abhi bus mein hoon, will reach in twenty minutes.",in,ENG
"Main abhi bus mein hoon, will reach in twenty minutes.",twenty,ENG
"Main abhi bus mein hoon, will reach in twenty minutes.",minutes,ENG
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",Ye,URD
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",place,ENG
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",Instagram,ENG
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",ke,URD
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",liye,URD
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",perfect,ENG
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",hai,URD
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",pictures,ENG
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",bohot,URD
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",achi,URD
"Ye place Instagram ke liye perfect hai, pictures bohot achi ayengi.",ayengi,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",Bhai,URD
"Bhai please mujhe notes send kar do, I missed the lecture.",please,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",mujhe,URD
"Bhai please mujhe notes send kar do, I missed the lecture.",notes,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",send,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",kar,URD
"Bhai please mujhe notes send kar do, I missed the lecture.",do,URD
"Bhai please mujhe notes send kar do, I missed the lecture.",I,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",missed,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",the,ENG
"Bhai please mujhe notes send kar do, I missed the lecture.",lecture,ENG
"Aaj ka event bohot successful tha, everyone enjoyed it.",Aaj,URD
"Aaj ka event bohot successful tha, everyone enjoyed it.",ka,URD
"Aaj ka event bohot successful tha, everyone enjoyed it.",event,ENG
"Aaj ka event bohot successful tha, everyone enjoyed it.",bohot,URD
"Aaj ka event bohot successful tha, everyone enjoyed it.",successful,ENG
"Aaj ka event bohot successful tha, everyone enjoyed it.",tha,URD
"Aaj ka event bohot successful tha, everyone enjoyed it.",everyone,ENG
"Aaj ka event bohot successful tha, everyone enjoyed it.",enjoyed,ENG
"Aaj ka event bohot successful tha, everyone enjoyed it.",it,ENG
"Mujhe thora break chahiye, then I will continue working.",Mujhe,URD
"Mujhe thora break chahiye, then I will continue working.",thora,URD
"Mujhe thora break chahiye, then I will continue working.",break,ENG
"Mujhe thora break chahiye, then I will continue working.",chahiye,URD
"Mujhe thora break chahiye, then I will continue working.",then,ENG
